Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
14	R. Wang	RPIFL: Reliable and Privacy-Preserving Federated Learning for the Internet of Things	2024	Journal of Network and Computer Applications		https://api.elsevier.com/content/article/eid/1-s2.0-S108480452300187X	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174726651&origin=inward	58	11/28/2024 19:10	Article	10.1016/j.jnca.2023.103768	1084-8045	https://api.elsevier.com/content/abstract/scopus_id/85174726651	221				14	14	14	1	1			
14	Z. Rehman	"Machine learning and internet of things applications in enterprise architectures: Solutions, challenges, and open issues"	2024	Expert Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174232167&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174232167&origin=inward	59	11/28/2024 19:10	Article	10.1111/exsy.13467	0266-4720	https://api.elsevier.com/content/abstract/scopus_id/85174232167	41	1			14	14	14	1	1			
13	A. Heidari	A reliable method for data aggregation on the industrial internet of things using a hybrid optimization algorithm and density correlation degree	2024	Cluster Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188571760&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188571760&origin=inward	60	11/28/2024 19:10	Article	10.1007/s10586-024-04351-4	1386-7857	https://api.elsevier.com/content/abstract/scopus_id/85188571760	27	6	7521	7539	13	13	13	1	1			
13	A. Rahman	Internet of medical things and blockchain-enabled patient-centric agent through SDN for remote patient monitoring in 5G network	2024	Scientific Reports		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186583440&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186583440&origin=inward	61	11/28/2024 19:10	Article	10.1038/s41598-024-55662-w	2045-2322	https://api.elsevier.com/content/abstract/scopus_id/85186583440	14	1			13	13	13	1	1			
13	H. Xiao	Task-Driven Cooperative Internet of Robotic Things Crowdsourcing: From the Perspective of Hierarchical Game Theoretic	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182377731&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85182377731&origin=inward	62	11/28/2024 19:10	Article	10.1109/JIOT.2024.3349538	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85182377731	11	20	32350	32362	13	13	13	1	1			
13	A. Ashraf	Analysis of Brain Imaging Data for the Detection of Early Age Autism Spectrum Disorder Using Transfer Learning Approaches for Internet of Things	2024	IEEE Transactions on Consumer Electronics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181568968&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181568968&origin=inward	63	11/28/2024 19:10	Article	10.1109/TCE.2023.3328479	0098-3063	https://api.elsevier.com/content/abstract/scopus_id/85181568968	70	1	4478	4489	13	13	13	1	1			
13	H. Han	Wireless sensor network routing optimization based on improved ant colony algorithm in the Internet of Things	2024	Heliyon		https://api.elsevier.com/content/article/eid/1-s2.0-S2405844023107857	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85179954908&origin=inward	64	11/28/2024 19:10	Article	10.1016/j.heliyon.2023.e23577	2405-8440	https://api.elsevier.com/content/abstract/scopus_id/85179954908	10	1			13	13	13	1	1			
13	I. Kahraman	Age of Information in Internet of Things: A Survey	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174834068&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174834068&origin=inward	65	11/28/2024 19:10	Article	10.1109/JIOT.2023.3324879	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85174834068	11	6	9896	9914	13	13	13	1	1			
13	J. Chen	IIFDD: Intra and inter-modal fusion for depression detection with multi-modal information from Internet of Medical Things	2024	Information Fusion		https://api.elsevier.com/content/article/eid/1-s2.0-S1566253523003330	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171841878&origin=inward	66	11/28/2024 19:10	Article	10.1016/j.inffus.2023.102017	1566-2535	https://api.elsevier.com/content/abstract/scopus_id/85171841878	102				13	13	13	1	1			
13	N. Sadek	Internet of Things based smart automated indoor hydroponics and aeroponics greenhouse in Egypt	2024	Ain Shams Engineering Journal		https://api.elsevier.com/content/article/eid/1-s2.0-S2090447923002307	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163153394&origin=inward	67	11/28/2024 19:10	Article	10.1016/j.asej.2023.102341	2090-4479	https://api.elsevier.com/content/abstract/scopus_id/85163153394	15	2			13	13	13	1	1			
12	H. Chen	Semi-Supervised Adaptive Pseudo-Label Feature Learning for Hyperspectral Image Classification in Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196084640&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196084640&origin=inward	68	11/28/2024 19:10	Article	10.1109/JIOT.2024.3412925	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85196084640	11	19	30754	30768	12	12	12	1	1			
12	L. Turchet	5G-Enabled Internet of Musical Things Architectures for Remote Immersive Musical Practices	2024	IEEE Open Journal of the Communications Society		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194877336&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194877336&origin=inward	69	11/28/2024 19:10	Article	10.1109/OJCOMS.2024.3407708	2644-125X	https://api.elsevier.com/content/abstract/scopus_id/85194877336	5		4691	4709	12	12	12	1	1			
12	Y.K. Saheed	Modified genetic algorithm and fine-tuned long short-term memory network for intrusion detection in the internet of things networks with edge capabilities	2024	Applied Soft Computing		https://api.elsevier.com/content/article/eid/1-s2.0-S1568494624002084	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187200191&origin=inward	70	11/28/2024 19:10	Article	10.1016/j.asoc.2024.111434	1568-4946	https://api.elsevier.com/content/abstract/scopus_id/85187200191	155				12	12	12	1	1			
12	S. Messinis	Enhancing Internet of Medical Things security with artificial intelligence: A comprehensive review	2024	Computers in Biology and Medicine		https://api.elsevier.com/content/article/eid/1-s2.0-S0010482524001203	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183925192&origin=inward	71	11/28/2024 19:10	Review	10.1016/j.compbiomed.2024.108036	0010-4825	https://api.elsevier.com/content/abstract/scopus_id/85183925192	170				12	12	12	1	1			
12	H. Gharavi	Post-Quantum Blockchain Security for the Internet of Things: Survey and Research Directions	2024	IEEE Communications Surveys and Tutorials		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182944781&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85182944781&origin=inward	72	11/28/2024 19:10	Article	10.1109/COMST.2024.3355222	1553-877X	https://api.elsevier.com/content/abstract/scopus_id/85182944781	26	3	1748	1774	12	12	12	1	1			
12	A. Ala	Enhancing patient information performance in internet of things-based smart healthcare system: Hybrid artificial intelligence and optimization approaches	2024	Engineering Applications of Artificial Intelligence		https://api.elsevier.com/content/article/eid/1-s2.0-S0952197624000472	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85182595086&origin=inward	73	11/28/2024 19:10	Article	10.1016/j.engappai.2024.107889	0952-1976	https://api.elsevier.com/content/abstract/scopus_id/85182595086	131				12	12	12	1	1			
12	J.K. Samriya	Adversarial ML-Based Secured Cloud Architecture for Consumer Internet of Things of Smart Healthcare	2024	IEEE Transactions on Consumer Electronics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179812543&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85179812543&origin=inward	74	11/28/2024 19:10	Article	10.1109/TCE.2023.3341696	0098-3063	https://api.elsevier.com/content/abstract/scopus_id/85179812543	70	1	2058	2065	12	12	12	1	1			
12	N.A. Jalali	Federated Learning Security and Privacy-Preserving Algorithm and Experiments Research Under Internet of Things Critical Infrastructure	2024	Tsinghua Science and Technology		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174325737&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174325737&origin=inward	75	11/28/2024 19:10	Article	10.26599/TST.2023.9010007	1007-0214	https://api.elsevier.com/content/abstract/scopus_id/85174325737	29	2	400	414	12	12	12	1	1			
11	A. Vakili	A new service composition method in the cloud-based Internet of things environment using a grey wolf optimization algorithm and MapReduce framework	2024	Concurrency and Computation: Practice and Experience		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196662685&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196662685&origin=inward	76	11/28/2024 19:10	Article	10.1002/cpe.8091	1532-0626	https://api.elsevier.com/content/abstract/scopus_id/85196662685	36	16			11	11	11	1	1			
11	K. Zheng	Distributed DDPG-Based Resource Allocation for Age of Information Minimization in Mobile Wireless-Powered Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194862401&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194862401&origin=inward	77	11/28/2024 19:10	Article	10.1109/JIOT.2024.3406044	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85194862401	11	17	29102	29115	11	11	11	1	1			
11	X. Guixia	A Framework for Blockchain and Internet of Things Integration in Improving Food Security in the Food Supply Chain	2024	Journal of Advanced Research in Applied Sciences and Engineering Technology		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85177688189&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85177688189&origin=inward	78	11/28/2024 19:10	Article	10.37934/araset.34.1.2437	2462-1943	https://api.elsevier.com/content/abstract/scopus_id/85177688189	34	1	24	37	11	11	11	1	1			
11	X. Zhang	An Automatic and Efficient Malware Traffic Classification Method for Secure Internet of Things	2024	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173025388&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173025388&origin=inward	79	11/28/2024 19:10	Article	10.1109/JIOT.2023.3318290	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85173025388	11	5	8448	8458	11	11	11	1	1			
11	G.S. Yogananda	Graph laplacian regularization with sparse coding in secure image restoration and representation for Internet of Things	2024	"International Journal of Modeling, Simulation, and Scientific Computing"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85170674179&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85170674179&origin=inward	80	11/28/2024 19:10	Article	10.1142/S1793962324410149	1793-9623	https://api.elsevier.com/content/abstract/scopus_id/85170674179	15	2			11	11	11	1	1			
11	K. Kethineni	Intrusion detection in internet of things-based smart farming using hybrid deep learning framework	2024	Cluster Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160839217&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160839217&origin=inward	81	11/28/2024 19:10	Article	10.1007/s10586-023-04052-4	1386-7857	https://api.elsevier.com/content/abstract/scopus_id/85160839217	27	2	1719	1732	11	11	11	1	1			
11	?. Gökçearslan	Acceptance of educational use of the Internet of Things (IoT) in the context of individual innovativeness and ICT competency of pre-service teachers	2024	Interactive Learning Environments		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132894579&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132894579&origin=inward	82	11/28/2024 19:10	Article	10.1080/10494820.2022.2091612	1049-4820	https://api.elsevier.com/content/abstract/scopus_id/85132894579	32	2	557	571	11	11	11	1	1			
10	L. Liu	ENABLING TECHNOLOGIES CHALLENGES OF GREEN INTERNET OF THINGS (IOT) TOWARDS SUSTAINABLE DEVELOPMENT IN THE ERA OF INDUSTRY 4.0	2024	Technological and Economic Development of Economy		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193286627&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85193286627&origin=inward	83	11/28/2024 19:10	Article	10.3846/tede.2022.16520	2029-4913	https://api.elsevier.com/content/abstract/scopus_id/85193286627	30	2	344	375	10	10	10	1	1			
10	F. Zeng	Sensors on Internet of Things Systems for the Sustainable Development of Smart Cities: A Systematic Literature Review	2024	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190253455&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190253455&origin=inward	84	11/28/2024 19:10	Review	10.3390/s24072074	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85190253455	24	7			10	10	10	1	1			
10	P. Lavanya	An Intelligent Health Surveillance System: Predictive Modeling of Cardiovascular Parameters through Machine Learning Algorithms Using LoRa Communication and Internet of Medical Things (IoMT)	2024	Journal of Internet Services and Information Security		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186622972&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186622972&origin=inward	85	11/28/2024 19:10	Article	10.58346/JISIS.2024.I1.011	2182-2069	https://api.elsevier.com/content/abstract/scopus_id/85186622972	14	1	165	179	10	10	10	1	1			
10	V.R. Kebande	"Industrial Internet of Things Ecosystems Security and Digital Forensics: Achievements, Open Challenges, and Future Directions"	2024	ACM Computing Surveys		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184143595&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85184143595&origin=inward	86	11/28/2024 19:10	Article	10.1145/3635030	0360-0300	https://api.elsevier.com/content/abstract/scopus_id/85184143595	56	5			10	10	10	1	1			
10	M. Al-Hawawreh	Securing the Industrial Internet of Things against ransomware attacks: A comprehensive analysis of the emerging threat landscape and detection mechanisms	2024	Journal of Network and Computer Applications		https://api.elsevier.com/content/article/eid/1-s2.0-S108480452300228X	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181092350&origin=inward	87	11/28/2024 19:10	Review	10.1016/j.jnca.2023.103809	1084-8045	https://api.elsevier.com/content/abstract/scopus_id/85181092350	223				10	10	10	1	1			
10	V. Hemamalini	Artificial Intelligence–Blockchain-Enabled–Internet of Things-Based Cloud Applications for Next-Generation Society	2024	Automated Secure Computing for Next-Generation Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180018581&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180018581&origin=inward	88	11/28/2024 19:10	Book Chapter			https://api.elsevier.com/content/abstract/scopus_id/85180018581			65	82	10	10	10	1	1			
10	A.A. Siddique	Sustainable collaboration: Federated learning for environmentally conscious forest fire classification in Green Internet of Things (IoT)	2024	Internet of Things (Netherlands)		https://api.elsevier.com/content/article/eid/1-s2.0-S2542660523003360	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178149373&origin=inward	89	11/28/2024 19:10	Article	10.1016/j.iot.2023.101013	2542-6605	https://api.elsevier.com/content/abstract/scopus_id/85178149373	25				10	10	10	1	1			
10	P.K. Nandi	Task offloading to edge cloud balancing utility and cost for energy harvesting Internet of Things	2024	Journal of Network and Computer Applications		https://api.elsevier.com/content/article/eid/1-s2.0-S1084804523001856	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173900272&origin=inward	90	11/28/2024 19:10	Article	10.1016/j.jnca.2023.103766	1084-8045	https://api.elsevier.com/content/abstract/scopus_id/85173900272	221				10	10	10	1	1			
